AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,AvgMonthlyCharge,DayMinsPerCall,DataUsagePerWeek,HighValueCustomer,HighDayMinutes,HighDataUser,HighServiceCalls,HasOverageFee,RoamingUser,TenureGroupNumeric,TenureCycleSin,TenureCycleCos,DataPlan_DataUsage,HighServiceCalls_ContractRenewal,MonthlyCharge_AccountWeeks,OverageFee_DataUsage,Churn
0.12605779749359508,1,1,2.1443299352932637,-1.333568566400845,0.7440121677486459,0.22790681635033977,2.223352550525488,0.41948837285445245,1.0458817762370618,0.7166181374484203,0.3617122917484448,1.9273145866009667,1,1,1,0,1,1,4,0.3207784390488764,1.392359084108438,2.1418049187015575,0.0,1.4910569564655505,2.3919789270364697,0
-0.176680743911102,1,0,-0.6421523937506931,1.828049990930535,-0.40477486313226463,0.22790681635033977,-0.9376362885308575,-0.9139017125770538,-0.8287056462107388,-0.6364721995945345,-0.5204057435398497,-0.6379272694999446,0,0,0,1,1,1,3,-1.3301897701748213,0.5153365609682146,-0.5891222077390313,0.0,-0.6524345431721396,-0.6324045035200989,1
-0.7569296149367715,1,1,0.5464318765477179,0.47307060921708655,-0.7095174034784869,0.328607895977249,-0.19351245676856604,-0.7551647976447314,-1.7108644332449983,0.33196497882238074,-0.7915438463240688,0.988195324231318,0,0,0,0,1,1,3,1.0366449592319753,-0.9328485722482711,0.5757647868726323,0.0,-0.682708419816743,0.34516073993883045,0
0.7315348803029893,1,0,-0.6421523937506931,-1.333568566400845,-2.057772278949652,-0.7287534401052976,-1.6756103365595763,-0.15196452090190726,0.053453140823520484,-1.2985066430241745,-1.577842170917541,-0.6379272694999446,0,0,0,0,1,1,4,-0.015670354824440992,-1.412211403994514,-0.5891222077390313,0.0,-0.6827445031023742,-0.6324045035200989,0
-0.3532782263971753,1,0,-0.31155279538954567,1.3763901970260524,0.8012668268439966,0.42930897560415815,-0.1873626730349933,-1.4575756462202574,1.5604744020070465,-0.09177858919574798,0.2905704133690113,-0.267864451661042,0,1,0,0,1,1,3,-1.2605141169148262,-0.6505341279945943,-0.5891222077390313,0.0,-0.37300557924388084,-0.4195508224269736,0
0.9333605745727873,1,1,2.5457723047317997,-0.43024897859187927,0.07542550347390384,-0.8798050595456615,2.22950233425906,0.7885517000721014,1.744257482639184,0.09088654228099713,0.5313893368917493,1.6212434786635512,1,0,1,0,1,1,4,-1.1726858384595258,-0.7975850089489764,2.535243572510795,0.0,2.5629470394269194,2.3919789270364697,0
1.0342734217076863,1,1,1.380802291459185,-1.333568566400845,1.1078562916771661,0.12720573672343055,2.180304064390479,1.6854152694397224,-0.27735640431432684,0.01472313249901624,0.7064976059370001,0.7555693485894028,1,1,1,0,1,1,4,-1.4112986115536155,-0.1607706713877478,1.393500028123204,0.0,2.5661945351337305,2.2869064510453025,0
1.2108709041937598,1,1,2.3962153435684237,-0.43024897859187927,0.3524641765159241,-1.1819082984263891,2.4816434673355388,1.4473098970412386,1.4869611697541918,0.02263765946815727,1.0736467832512167,1.3573574600797134,1,0,1,0,1,1,4,-1.067985668880856,0.9543448708573021,2.388668387758334,0.0,2.5661945351337305,2.3919789270364697,0
-0.5803321324506981,1,0,-0.6421523937506931,1.3763901970260524,1.349803399467197,-0.3762996614111154,0.16932478351222055,-0.44959623640001134,-0.27735640431432684,0.35844387386475535,1.2847467960745356,-0.6379272694999446,0,1,0,0,1,1,3,-0.015670354824440992,-1.412211403994514,-0.5891222077390313,0.0,-0.38253156665052623,-0.6324045035200989,0
1.3622401748961082,0,1,1.7192733088289314,-0.43024897859187927,0.5888705108451144,1.0335154533656135,1.3377836928910252,-1.22740711956839,0.3107494537085125,-0.4281450734362705,-0.1511632514084732,0.8531683335139488,1,0,1,0,1,1,4,-0.18513030559752397,1.4233327253470645,1.7252228146682476,0.0,2.3193848614161054,1.0261956088938649,0
